,NameYear,Price,CarParams,url
51,"Ford Focus, 2014",550 000 ₽,"117 000 км, 1.6 AMT (105 л.с.), универсал, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2014_2063533740
52,"Ford Focus, 2006",350 000 ₽,"124 000 км, 1.8 MT (125 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2006_2139860071
53,"Ford Focus, 2010",375 000 ₽,"118 528 км, 1.6 AT (100 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2010_2038237343
54,"Ford Focus, 2017",760 000 ₽,"82 000 км, 1.6 MT (125 л.с.), универсал, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2017_2106795892
55,"Ford Focus, 2007",260 000 ₽,"170 000 км, 2.0 MT (145 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2007_2109499939
56,"Ford Focus, 2006",280 000 ₽,"178 000 км, 1.6 MT (100 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2006_2096490895
57,"Ford Focus, 2013",510 000 ₽,"93 000 км, 1.6 MT (105 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2013_2104244017
58,"Ford Focus, 2006",310 000 ₽,"147 367 км, 2.0 MT (145 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2006_2101397041
59,"Ford Focus, 2006",230 000 ₽,"211 000 км, 1.6 MT (100 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2006_2113179850
60,"Ford Focus, 2017",649 000 ₽,"144 000 км, 1.6 AMT (105 л.с.), универсал, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2017_2091468808
61,"Ford Focus, 2007",230 000 ₽,"246 000 км, 1.8 MT (125 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2007_2100358396
62,"Ford Focus, 2007",277 000 ₽,"198 000 км, 1.6 AT (100 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2007_2129251072
63,"Ford Focus, 2005",260 000 ₽,"247 583 км, 1.6 AT (100 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2005_2101603096
